recall@10,tm_X3b_en_body_value,tm_X3b_en_field_ref_desc,tm_X3b_en_field_ref_titre,tm_X3b_en_mots_cles,tm_X3b_en_title,tm_X3b_en_corps_value,tm_X3b_en_paragraphs_text,tm_X3b_en_name,tm_X3b_en_mission_value,tm_X3b_en_text_content
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8562,1.0000
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8554,1.0000
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8549,1.0000
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8546,1.0000
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8544,1.0000
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8543,1.0000
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8542,1.0000
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8542,1.0000
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,1.0000
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,3.8197
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,6.1803
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,7.6393
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,8.5410
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,9.0983
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,9.4427
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,9.6556
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,9.7871
0.8197,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,9.8684
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,9.7369
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,9.7058
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,9.6866
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,9.6748
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,9.6674
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,9.6629
0.8238,1.4590,1.2776,1.4881,2.3607,2.4686,0.8875,0.6458,2.1682,0.8541,9.6601
